pred,true,score
mxxuvkeu,zkxuvkeu,6
txnuzwsg,gxnuzwsg,7
bentdvfi,bentdifi,7
kgbxrjqi,kgbxrjqi,8
yjfjlfhn,ywfjlfhn,7
wohmpdzq,wohmpdzq,8
bedioacg,brdioacg,7
vnvdggvk,vnvdggvk,8
oolklcuj,oolklcuj,8
ggffmypv,tgffmypv,7
bfqdcpui,ofddcpui,6
dpewqsca,dpewqfca,7
xujkgetb,kujkgetb,7
fkwcccqo,fxwcccqo,7
aaojxrtf,aaojxrtf,8
tjaliywp,gjayiywp,6
vsknwzxx,vsknwzxx,8
jkdijgna,jxdijgna,7
acxdqiqd,acxdqiqd,8
jtfmpzmk,wtsmpzmk,6
oppleoxw,ocpleoxw,7
reudbpvk,eeudbpkk,6
mpzhbsxr,mczhbsxr,7
nghebzbc,nthebzbc,7
otvssgol,otvssgol,8
wtrwyrgr,wtrwyrgr,8
vbtfwabj,ibtfwabj,7
kpkikpyu,xpkikpyu,7
ztnjkowd,ztnjkowd,8
kyvkoqyc,kyvkoqyc,8
iekvtvyl,vekvtvyl,7
hisabtfy,hvsabtfy,7
nhvfojku,ahvfojku,7
ljmlvagm,ljmlvagm,8
gvqkukvm,gvqkukvm,8
cjwinwjr,cjwinwjr,8
jhahdseu,jhahdseu,8
crwzkdyx,cejzkdyx,6
cgczdfoc,cgczdfoc,8
egzhyzbr,etzhyzbr,7
mdjwnsyk,mdjwnsyk,8
gozasxjo,gbmasxjo,6
muholdhl,zuholdvl,6
zzetycug,mzetycug,7
nxtrjqhw,nktrjqhw,7
wuhvazwz,jhhvazwz,6
cppdctwe,cppdctwe,8
ajquyrqd,ajquyrqd,8
czcaejkv,czcaejkv,8
hteerlop,hgeerlbp,6
zxebjgzm,mxebjgzm,7
kysdjlgt,klsdjlgt,7
lveyjsra,lveyjsra,8
dfsxcfbu,dffxcfbu,7
tzmtluoc,tzmtluoc,8
ussddnpl,hfsddnpl,6
smacwafp,smacwafp,8
dauwepvt,dnuwepvt,7
zfcmnpdc,zfcmnpdc,8
bplzhjjf,bplzhjjf,8
swaosyfx,swaosyfx,8
uoyffhtu,ubyffhtu,7
eizxjcyd,evzxjcyd,7
jtprlalu,jgprlalu,7
dnvzshvh,davzshvh,7
eprlpbrr,rprlpbrr,7
zzuchdhw,zzuchdhw,8
grbuwrpq,grbuwrpq,8
lnhgcseo,lnugcseo,7
gcargvds,gcargvds,8
terzmyph,teezmyph,7
insfkpef,vnsfkpef,7
aohbdlqf,nohbdlqf,7
xsueanvs,xsueanvs,8
uiiccvfw,hiiccvfw,7
sslqmjer,sflqmjer,7
shjwvalb,shjwvalb,8
videvczl,videvczl,8
ggxtmdzu,ggxtmdzu,8
ldtiubcw,yqtiubcw,6
sgvzaqzu,sgvzaqzu,8
wmszdowy,wmszdowy,8
upcdxghs,hccdxghs,6
tgqqltap,ggqqltap,7
aeyrhndy,nelrhndy,6
xphfhhsh,xchfhhsh,7
yiiwgoqm,lviwgoqm,6
qewxryqk,qewxryqk,8
evmeaxto,evmeaxto,8
sknrrves,fknerves,6
ksqskcgo,ksqskcgo,8
ztberrui,mtberrui,7
xribvxjz,xribvxjz,8
pcixfpob,pcixfpob,8
ndvzkciz,ndvzkciz,8
bllboelc,bllboelc,8
frenmiux,frrnmiux,7
yhdvtqsm,lhdvtqsm,7
ljbszkxw,ljbszkxw,8
bwhsgeoz,bwhsgeoz,8
pjebzzmb,pwrbzzmb,6
cewxjvtu,pewxjvtu,7
gcudzxoo,gcudzxoo,8
oomnexae,obznexae,6
znmnegpb,zaznegpb,6
jjbyuxye,jjbyuxye,8
crjjqxdr,crjjqxdr,8
ljtrhuoa,ljtrhuoa,8
eyovthev,elovthev,7
xwtglhaf,kwtglhaf,7
zevelgrt,zeielgrt,7
yiupywpw,yiupywpw,8
tupopznt,ghcopznt,5
spkhtoce,fpkhtoce,7
eosuofzr,eosuofzr,8
hborgzbg,hoortzbg,6
mbsxtvyv,mbsxtvyv,8
xnzsnxgj,xnmsnxgj,7
atzmiqyk,ngzliqyk,5
llsxkzce,ylsxkzce,7
ceynwjgc,peynwjgc,7
bsmikkds,bsmikkds,8
uajnfyzm,hawnfyzm,6
yfecoyqp,yfecoyqp,8
bgkzrwpg,bgkzrwpg,8
zopagdla,zopagdla,8
jlrsuukq,jlesuukq,7
mevimgmt,mrvimgmt,7
bewmiziy,oewmiziy,7
gqefddmj,gdefddmj,7
srbzpdfr,frozpdfr,6
rvimdorb,evimdorb,7
rkufltwx,rkufltwx,8
tbhdbrlk,gbhdbrlk,7
krqbgwbe,xrqbgwbe,7
gnttuoof,tnttuoof,7
kiqlnadz,kiqlnadz,8
jhlgjhqm,julgjhqm,7
gwhqatms,gwhqatms,8
zcgnycwz,mcgnycwz,7
qeiisyqn,deiisyqn,7
ejmwtxmk,rwzwtxmk,5
pnexzapy,cnexzapy,7
gaerntdy,taerntdy,7
hmsmkkcj,hmsmkkcj,8
nszpoyea,nszpoyea,8
hpyariic,hcyariic,7
dzhanqmx,dzhanqmx,8
ljtdmyvm,ljtdmyvm,8
lzscelzc,lmscelzc,7
xnxjfzsa,xnxjfzsa,8
dkqeipbl,dxqeipbl,7
mwnapntd,mjnapntd,7
sbtshumq,sbtshumq,8
wmanuion,wmanuion,8
ujmgebju,hwmgebju,6
qkltjzel,qkltjzrl,7
pwktzrfz,pjxtzrfz,6
gtbsmmad,gtbqmmad,7
xfqoulua,xsqbulua,6
odkamvok,oqxamvok,6
mljxfgpj,myjxfgpj,7
bpopkcpw,bpopkcpw,8
qgulplmh,dgulplmh,7
wvleruoz,jvleruoz,7
chhccmhl,cuhccmhl,7
gdmcbeym,gdmcbeym,8
ggxxieun,ggkxieun,7
ixrjqdot,ikrjqdot,7
myxfpbsy,myxfpbsy,8
cefzqeiw,pefzqeiw,7
gdwjuqtg,gqwjuqtg,7
dnuackqh,dauackqh,7
jhyyhvqw,wuyyhvqj,5
cvydiipd,cvydiipd,8
kfubpqim,ksubpqim,7
ztpjxnkn,zgcjxnkn,6
deviquld,drviquld,7
myzedklr,zyzedklr,7
rtynfjsm,egynfjsm,6
xrpopaqk,xecopaqk,6
lqwncqbz,lqwncqbz,8
nlttbskz,nyttbskz,7
mnjszivw,majszivw,7
lugerexw,yugerexw,7
vgwzogse,itwzogse,6
egqxzohh,egqxzohh,8
ddxmjxyc,qdxmjxyc,7
pckhtytk,pckhtytk,8
yulllvzs,lulllvzs,7
tocfhcjn,gocfhcjn,7
qfpkjojl,dfpkjoyl,6
racaoxsu,eacaoxsu,7
ikqyasbk,vkqyasbk,7
ftaagoqy,ftaagoqy,8
dqujmcwl,ddujmcwl,7
ahetpwui,nhetpwui,7
gdpssezr,gqpssezr,7
rgbjjndo,rgbjjndo,8
gzpdjmqe,gmpdjmqe,7
iwhfvsnh,vjhfvsnh,6
nfuhebij,nfuhebij,8
inredxkv,iaredxkv,7
xrtbxgvu,krtbxgvu,7
wrfnhdmo,wefnhdmo,7
aabujtoc,anbujtoc,7
scjignkz,spjignkz,7
ecjipwkn,rpjipwkn,6
aavjzkww,aavjzkww,8
olrruilz,olrruilz,8
bkgxalnc,okgxalnc,7
ggaisykm,ggaisykm,8
getejbrz,grtejbrz,7
tkwxdxwc,gkwxdxwc,7
grqxmibv,geqxzibv,6
ljanghuk,yjanghuk,7
qrcekdbx,drpekdbx,6
rvwsbrcz,rvwsbrcz,8
mxsueesc,mksueesc,7
wkqaqbws,jxdaqbws,5
hlhaejkv,hyhaejkv,7
ngqmjiwr,agdmjiwr,6
xxpaclfe,xkpaclfe,7
svpjqctb,svpjqctb,8
qsiesglb,qsiesglb,8
cfgenidy,pftenidy,6
ipfiwoud,ipsiwoud,7
joawkfot,joawkfot,8
uzgvadui,hmtvadui,5
lyinkndu,llinkndu,7
rcvwlnxd,rcvwlnxd,8
fdcqrrzi,fdcqrrzi,8
kboufvkm,kboufvkm,8
jhktashk,jhktashk,8
eobkqaie,eobkqaie,8
tiwmldng,tvwmldng,7
sgykhocx,sgykhocx,8
cxuznirs,cxuznirs,8
mirrahfi,mirrahfi,8
shdiandy,shdiandy,8
lxuxytwr,lxuxytwr,8
mqehrhrk,mdehrhrk,7
xvpzeutk,kipzeutk,6
jyqoublw,jyqoublw,8
lasptndu,lasptndu,8
ivrhkpmb,vvrhkpmb,7
gesmwzkm,gefmwzkm,7
epvnjeap,epinjeap,7
xmkpaqca,xmxpaqca,7
uxirverj,ukvrverj,6
qvwiwwuf,qvwiwwuf,8
ucodvqtx,hpbdvqtx,5
pnbhvpja,pabhvpja,7
vrvdojgz,vrvdojgz,8
jejjnnag,wejjnnag,7
wctxgiyv,wctxgvyv,7
iqqajuda,iqqajuda,8
oticvozk,btvcvozk,6
euywwjnn,euywwjnn,8
znuwxqze,mauwxqze,6
dppiozxs,qppiozxs,7
gdvirnwa,tqvirnwa,6
dcrhixkm,dcrhixkm,8
ndssapjj,ndssapjj,8
ewotimkw,rwbtimkw,6
rswenspx,rswenspx,8
vxepxxae,ikrpxxae,5
dglqgult,qglqgult,7
iurunegl,iurunegl,8
zrckzijq,zrckzijq,8
zhqzplnd,muqzplnd,6
vnqbdgnp,vndbdgnp,7
lskyceos,lfkyceos,7
awhjkini,nwhwkini,6
cxnvopjh,cxavopjh,7
cwcklvlk,pjcklvlk,6
jqtvrkgx,jqtvrkgx,8
bpawwoed,bcnwwoed,6
xvcyblyk,xicyblyk,7
agtdakdr,ngtdakdr,7
xkhkevas,kkhkevas,7
zssxhuli,zsfxhuli,7
lckzpqse,yckzpqse,7
uccxiwgf,uccxiwgf,8
kyodcvko,klodcvko,7
lgodnuby,ytodnuby,6
tdhudazp,tqhudazp,7
ootjcrps,ootjcrps,8
cynhhpng,pynhhpng,7
tjmmyegb,gjmmyegb,7
mqieprbr,mdieprbr,7
scgzjefk,spgzjefk,7
ldgoqmuj,ydgoqmuj,7
jixezhkc,jixezhkc,8
dlebsfkb,dlebsfkb,8
cqlwgchh,cqlwgchh,8
gmuzsrvt,tmuzsrvt,7
jnwegtqn,wnwegtqn,7
nrpojqkg,arcojqkg,6
myugxhgb,zlhgxhgb,5
zrqplkhh,zrqplkhh,8
xrczynhn,xeczynhn,7
uakmypbf,uakmypbf,8
jnihuozo,jnihuozo,8
lzknaeda,lzknaeda,8
intqmpid,intqmpid,8
pryivcha,ceyivcha,6
bqyrjbht,oqyrjbht,7
dvykappj,dvykappj,8
vwzqjzhe,iwzqjzhe,7
nicfmavn,avcfmavn,6
fjjkiaol,sjjkiaol,7
lwnaschv,ljnaschv,7
vgsxqmrg,igsxqmrg,7
kjueuwkm,xjueuwkm,7
fdcbklyd,fdcbklyd,8
fzrytsip,fmrltsip,6
mdkztnff,zdkztnff,7
avoyuwak,nvoyuwak,7
pmpasbha,pmqasbha,7
pvjufjhw,pvjufjhw,8
kvrdsgki,kvrdsgki,8
tvlckuam,gvlckunm,6
erqgjmjq,eedgjmjq,6
moiezqsk,mbiezqsk,7
ibntvlbd,vbatvlbd,6
bvrpenab,bvrpenab,8
pwuekizx,cjurkizx,5
wzuvuxdp,wzuvuxdp,8
hebmanvb,uebmanvb,7
naubfudb,nnubfudb,7
xseolvte,ksrolvte,6
neciovqm,aeciovqm,7
miaexkxi,miaexkxi,8
utkpjjwh,utkpjjwh,8
iwtawgkk,iwtawgkk,8
lufrlzco,yufrlzco,7
rlmgxzrg,rlmgxzrg,8
qwesurcx,dwesurcx,7
qplrfnbu,qplrfnbu,8
cxvlhfjg,pkvlhfjg,6
kizykvey,kizykvey,8
khjgixho,khjgixho,8
aqqcfgfg,aqqcfgfg,8
xbyodhvc,xoybdhvc,6
jpezqtct,jpezqtct,8
xeahqjin,xrahqjin,7
tkpluwsp,txpluwsp,7
kjljfiki,kjlwfiki,7
liruzrzs,yiruzrzs,7
nrpxoiwm,atpxoiwm,6
idrijwrj,iqriwwrj,6
fmkisbdt,fzxisbdt,6
tcdtvpvu,gpdtvpvu,6
pqaggxuv,pqaggxuv,8
ufzyxpad,hfzyxpad,7
fbkefxky,fbkrfxky,7
dytiypub,dytiypub,8
clytanan,cyytanan,7
oliydxxo,bliydxxo,7
kgpjzakj,ktpjzakj,7
rfcrczeo,rsprczeo,6
cmwsoeci,cmwsoeci,8
bixktatl,ovxktatl,6
mwnemzin,mjnemzin,7
fejxzkrv,sejxzkrv,7
kwfkuyrp,kwfkuyrp,8
wepaswdb,wepaswdb,8
nfkcgcfu,nskcgcfu,7
rvvneekr,rvvneekr,8
euutjctt,euutjctt,8
xgodnfkd,xgbdnfkd,7
rnpyiaba,racyiaba,6
gxxxnajd,gkxxnajd,7
fkformhv,skfbrmhv,6
lmoyefpe,lmoyefpe,8
bzmlhpin,ozmlhpin,7
ahkgyaby,ahkgyaby,8
xlqygnac,xlqygnac,8
tjesoanc,twesoanc,7
xnwfjivu,knwfjivu,7
vcsydscp,icfydscp,6
pstkzifk,pftkzifk,7
nntuinpz,nntuinpz,8
kcpjlpuz,kppjlpuz,7
zldrjxwq,zldrjxwq,8
qfqvtqdw,qfqvtqdw,8
vkylreij,vkylreij,8
zoqxapmh,moqxapmh,7
qszzaixk,qszzaixk,8
icdyqmhb,icdyqmhb,8
ulzdlxns,ulzdlxns,8
cldizala,cydizala,7
jozsikkr,jozsikkr,8
sbwmqnze,fojmqnze,5
ppujazet,ppujazet,8
tmjjwssm,tmjjwssm,8
nvnjarql,nvnjarql,8
nmaqwpkg,nzaqwpkg,7
zkqytyls,mkqytyls,7
ppyaocrm,pcyaocrm,7
uhrhsasd,hhrhsasd,7
ljofdgke,ljbfdgke,7
eoccxbyh,rbccxbyh,6
vxcsjcqw,vkcsjcqw,7
suqszzyj,suqszzyj,8
ohhasoey,bhhasoey,7
bzvrmpyq,ozvrmcyq,6
xdaesmsc,xdaesmsc,8
psbvhtmx,psovhtmx,7
ceqymvks,ceqymvks,8
zhdalzou,zudalzou,7
emcibbov,emcibbov,8
uhwulizq,uuwulizq,7
oolvzyqy,oolvzyqy,8
jqavuiha,wdaiuiha,5
jmhynsbq,wmhynsbq,7
kwfkyqta,kjfkyqta,7
hwtuqgqo,hjtuqgqo,7
bqkxrrzz,oqkxrrzz,7
ampctzkq,azpctzkq,7
ygqhqcdg,ygqhqcdg,8
xhidjtto,xuidjtto,7
nbzqizhl,nbzqizhl,8
lbvmaozs,ybvmaozs,7
ymkgbbcf,lzxgbbcf,5
rxnangtg,rxnangtg,8
uimzcdcy,hizzcdcy,6
sslcjvil,sslcjvil,8
xoggbwcy,xoggbwcy,8
ssbkkgzd,ssokkgzd,7
efhoiehx,rshovehx,5
mcpiduav,mcpiduav,8
ptubwjmo,ptuowjmo,7
sofdxzbj,sofdxzbj,8
ggchcgpo,ggchcgpo,8
pinfynoo,pinfynoo,8
qhoratyr,dhbratyr,6
ptcosnhb,cgposnhb,5
magtreft,mattreft,7
rieybxin,rveybxin,7
wfinuswj,jfinuswj,7
tawkvvrp,gnjkvvrp,5
tbiavpmv,tbiavpmv,8
gfshzbqj,gfshzbqj,8
ingbodle,iagbodle,7
qadjmwaj,dndjmwaj,6
xsyybdyn,ksyybdyn,7
ictyvdtg,ictyvdtg,8
bdfchowb,odfchowa,6
ohkroclm,bhkroclm,7
ktctdsgl,ktctdsgl,8
uwzhksor,hjmhksor,5
nlmlutgw,almlutgw,7
oqkhckyr,oqkhckyr,8
pcvmzajc,ccvmzajc,7
ypizifqy,ypizifqy,8
sbbrimww,sbbrimww,8
mgepyudo,mgepyudo,8
skwpboas,skjpboas,7
nvruvjnq,nvruvjnq,8
jgzikuco,wtzvkuco,5
jltujsdn,jytujsdn,7
xxhbuhfe,xxhbuhfe,8
bduhitlx,oduhitlx,7
gewurjge,grwurjge,7
evjjrmzb,eiwjrmzb,6
xiztbmqp,ximtbmqp,7
rqinbikb,rqinbikb,8
gxsyakex,gxfyakex,7
buzrqcez,bhzrqcez,7
rymnednh,rymnednh,8
dlulphqw,dlulphqw,8
kavczrpp,knvczrpp,7
bwoxvwnl,bjoxvwnl,7
phgunouz,phgunouz,8
qvvpxcgx,qvvpxcgx,8
juaxatax,jhaxatax,7
qymmdbrm,qymmdbrm,8
kvzdftqv,kvzdftqv,8
lavvckie,lavvckie,8
oylkplzg,oylkplzg,8
ssvativa,ssvativa,8
fuquzlfr,fuquzlfr,8
cmmvohar,cmmvohar,8
anfljefu,anfljefu,8
lgsknegg,lgsknegg,8
eaixvoin,eaixvovn,7
irttwrwk,vettwrwk,6
rajmozzj,rnjmozzj,7
ymetaajx,yzrtaajx,6
tstfyfin,gstfyfin,7
mgdbmseh,mgdbmseh,8
jysqazuk,wysqazuk,7
ztkartai,zgkartai,7
qpcryfhs,dpcryfhs,7
bxhvzbfa,oxhvzbfa,7
lhsdnmlz,lhsdnmlz,8
tptfnnag,gctfnnag,6
yllhojqo,yllhojqo,8
mddrychl,mddrychl,8
jyfzvdrp,jlfzvdrp,7
rvsodqra,rvsodqra,8
fpczdxln,fpczdxln,8
afpyhdqo,nspyhdqo,6
rcijfqpl,ecijfqpl,7
mttujtcu,mttujtcu,8
wroqiord,jroqiord,7
kxldcgnf,kkydcgaf,5
domurrff,domurrff,8
ogzgbxoz,ogzgbxoz,8
unvkpkzz,unvkpkzz,8
ehcfuxco,rucfuxco,6
qscikxde,dspikxde,6
vbblzopa,voblzopa,7
ztbrzyrf,ztorzyrf,7
ybcjwaxz,ybcjwaxz,8
tgiucgvy,tgiucgvy,8
xbokafoc,xbbkafoc,7
uputjxje,uputjxje,8
tozaklag,gozaklag,7
vxxmduri,ixxzduri,6
mzwgqkjq,mzwgqkjq,8
bobzwfye,bobzwfye,8
vglflliq,iglflliq,7
rubskgyx,rubskgyx,8
bvlomtec,bvlomtec,8
reukrcgc,reukrcgc,8
ldoxaohc,ldoxaohc,8
spatvwnt,scatvwnt,7
cjdplfnp,pjdplfnp,7
fngdfqvl,fngdfqvl,8
ckswycdl,pxswycdl,6
czqhbnyl,czqhbnyl,8
irirnbpp,vrirnbpp,7
qeayvvhx,deayvvhx,7
hskekhgq,hfkekhgq,7
ybfytcjz,ybfytcjz,8
sqvgjaly,sqvgjaly,8
njvawsmq,awvawsmq,6
luuaitlp,luuxitlp,7
vxwgfhix,vxwgfhix,8
ctwgsunq,ctwgsunq,8
fjvbtfgl,sjibtfgl,6
tqidzbnk,tqidzbnk,8
zzsswqce,mmsswqce,6
yvhhqdkp,yihhqdkp,7
ablzbnox,ablzbnox,8
hlatbrss,hlatbrss,8
lrcdczpw,lrcdczpw,8
adpilefr,adpilefr,8
hcafzxqo,hpafzxqo,7
vgsckdsi,igsckdsi,7
hekhnlzy,hekhnlzy,8
trulzhoz,grulzhoz,7
swvguzco,fjvguzco,6
lrkywfad,lekywfad,7
fswnsrop,sswnsrop,7
msurzvlm,mfurzvlm,7
nkpzfctk,nkpzfctk,8
rwfjdssm,rjfjdssm,7
zdonbeup,zdoabeup,7
wbagmeox,wbagmeox,8
hwgfluuh,ujgfluuh,6
fnzrnyui,fnzrnyui,8
oqjlpoqd,odjlpoqd,7
hbjhdzom,hbjhdzom,8
xrsgizko,xrsgizko,8
prluiphd,prluiphd,8
scyigxvk,fcyigxvk,7
zgjfbxji,zgjfbxji,8
wnkoeadp,wnkbeadp,7
iobghbdd,vooghbdd,6
kfcdkqds,xfcdkqds,7
xhkbpsie,xhkbpsie,8
etypgfdr,etypgfdr,8
hgkcnfge,hgkcnfge,8
dfknequj,dfknequj,8
oytfdqzd,oytfdqzd,8
kxognkte,kkognkte,7
xlcxhnjt,xlcxhnjt,8
zhndllqd,zundllqd,7
dwfitklp,dwfitklp,8
kplnocur,kclnocur,7
ynlbceqk,ynlbceqk,8
pdecknjq,cdecknjq,7
qvzrrxdw,qvzrrxdw,8
fwpnrbsk,swpnrbsk,7
ramvtokn,enmvtokn,6
wsaxbnnd,wsaxbnnd,8
ibxgqqpt,vbxgqqpt,7
kaswhert,knswhert,7
fbsthcwp,sbfthcwp,6
kzzinxwf,kmzinxwf,7
vpzbsvew,ipzbsvew,7
xhfjsegx,xhfjsegx,8
owfegqyb,ojfegqyb,7
oboxuysu,oboxuysu,8
nwgpwxvj,nwtpwxvj,7
kruytjex,keuytjex,7
zjhmzdbn,mjhmzdbn,7
agbqgvjr,agbqgvjr,8
cxjcqvfh,pxjcqvfh,7
trrwcavb,gerwcavb,6
xbohqnmd,xbohqnmd,8
rvwdchom,riwdchom,7
irljfxro,irljfxro,8
phjdvdkn,chjdvdkn,7
xjddyner,xjddyner,8
iazmyjyn,inzmyjyn,7
tfwzxrsr,tswzxrsr,7
bivhfqod,biihfqod,7
ejyzyfbt,ejyzyfbt,8
jadnxpjj,jaqaxpjj,6
tuecmqta,tuecmqta,8
cclxrvzb,cclxrvzb,8
equbyxfb,rqubyxfb,7
iykeqhaa,vlkeqhaa,6
zilpodrz,ziypodrz,7
wkyobicl,wkyobicl,8
xwjfaihj,xwwfaihj,7
nioazywz,nvbazywz,6
eebnwgpz,rebnwgpz,7
lfnommnl,ysnommnl,6
ggfehxxw,ggfehxxw,8
xlsxgiag,xlsxging,7
alwryzzp,nywryzzp,6
ytisppfx,ytisppfx,8
ulaqcpos,ulndcpos,6
hzmhwwxi,hzmhwwxi,8
kooilzth,kboilzth,7
inikoknu,vavkoknu,5
rtagibem,rtagibem,8
ativxjva,ativxjva,8
nbpajmbz,nopajmbz,7
hpfkamwv,upskamwv,6
uqivgcqx,uqivgcqx,8
xpqrztdj,xpqrztdj,8
sgkzzvww,sgxzzvww,7
dwzgxzkh,djmgxzkh,6
ximmjfma,ximmjfma,8
hziibzwg,uziibzwg,7
fppdldyp,fcpdldyp,7
xcpppfng,xccppfng,7
hjlyukst,hwlyukst,7
byfiyyfc,byfiyyfc,8
otqazvdl,bgqazvdl,6
mvvqoldw,mvvqoldw,8
hwchuisu,hwchuisu,8
scmjjczj,scmjjczj,8
awnrayuk,ajnrayuk,7
zwsyccyn,zwsyccyn,8
ntfivhqn,agfivhqn,6
qakjswgx,qakjswgx,8
nfjtekfm,nfjtekfm,8
ahwzicpe,auwzicpe,7
afxbsjzc,askbsjzc,6
yrvwfmru,lrvwfmru,7
gkbhxdau,gkbhxdau,8
caxirixg,cnkvrixg,5
ktrrioez,kgrrioez,7
mnphfttm,mnphfttm,8
abmfweoh,aomfweoh,7
mvrvyzcw,mvevyzcw,7
eaxawqxr,eaxawqxr,8
idvraurl,vqvraurl,6
dnkqyxdb,dnkqyxdb,8
hlzqocgr,ulzqocgr,7
jvayqlce,jvayqlce,8
zdrfbmwp,zqrfbzwp,6
uthnvhpf,hthnvhpf,7
ypqeceql,ypqeceql,8
bpmcmpky,bpmcmpky,8
tjaoujva,gjaoujva,7
tuuswwzw,tuuswwzw,8
chqvdbbu,chqvdbbu,8
zwfsyfmd,zwfsyfmd,8
fykicois,sykicois,7
ytewllqq,ytewllqq,8
nsgvwjvi,nfgvwjvi,7
ndaauajc,nqnauajc,6
jkgsssnt,wkgsssnt,7
fnfqwcad,snfqwcad,7
zhfpfupl,zhfpfupl,8
meeilikh,zreilikh,6
hbptlxlt,hbptlxlt,8
zlbppmnh,zlbppmnh,8
vvlrthoj,vilrthoj,7
galnyouj,galnyouj,8
zlsazovp,mlsazovp,7
elgukpnm,eltukpnm,7
mrvsiyok,zrvsiyok,7
zlrkiobf,zyrxiobf,6
tixaoevm,tikaoevm,7
pvngxlhu,pvagxlhu,7
xdamnxgy,xqamnxgy,7
hhgpgtum,hutpgtum,6
smmwchbr,smmwchbr,8
gywfzimu,gywfzimu,8
ivnjftcr,viajftcr,5
kmnhnpmx,xmnhnpmx,7
rmwsxzev,emwsxzev,7
gvsxdoak,tvsxdoak,7
whstealk,wustealk,7
enekbejs,rnekbejs,7
yxgptyaz,lxgctyaz,6
ginqqalf,ginqqalf,8
tubpbqjz,gubpbqjz,7
cfasbimp,pfasbimp,7
ournunua,ohrnunua,7
gujuqpjj,thjuqpjj,6
thhdrpiy,thhdrpiy,8
fohckoeb,fohckoeb,8
fuoclchq,subclchq,6
upefprtn,ucefprtn,7
cxcuowck,ckcuowck,7
ksonqtfm,ksonqtfm,8
dgqolhne,dtqolhne,7
wtbcreds,jtocreds,6
rnsoquio,rnsoquio,8
gcanxcqq,tpanxcqq,6
douxzlnt,dbuxzlnt,7
baavehek,baavehek,8
vszekyxq,vszekyxq,8
vudjmvyx,iudjmvyx,7
igudcnlr,vgudcnlr,7
veucgjay,ieucgjay,7
klwkkemr,kljkkemr,7
fvrvsfqg,svrvsfqg,7
ulaglfxc,uyaglfxc,7
gurpnvgg,gurpnvgg,8
tuycyjdb,guycyjdb,7
aowhiiad,aowhiiad,8
tecabqpn,grpabqpn,5
cfmqxxxg,pfmqxxxg,7
fqvlzlnh,sqvlzlnh,7
fruhxqny,sruhxqny,7
nuolhena,nuolhena,8
jybjqxma,wlbjqxma,6
eziflarf,rzvflarf,6
xokhuqvn,kbkhuqvn,6
kktrhdnq,xxtrhdaq,5
jhazuvza,jhazuvza,8
rszrvagd,rszrvagd,8
ffmlodtf,fsmlodtf,7
twftlamh,twftlamh,8
afrjsptd,afrjsptd,8
yiridjpl,yvridjpl,7
bxlcnqzj,oxlcnqzj,7
cuahsmwj,cuahsmwj,8
ldjawhum,ldjawhum,8
bqsfqeft,bqsfqeft,8
kitpegwf,kitpetwf,7
nxzqcdav,axzqcdav,7
wnimtllm,waimtllm,7
tgrzizqx,ggezizqx,6
lhomoxat,luomoxat,7
gzsridav,gmsridav,7
xkpoibwn,xkpoibwn,8
pqzwxiam,pqmwxiam,7
ufgkvkku,ufgkvkku,8
nxdjznvm,nkdjznvm,7
ykvodsvz,yxvodsvz,7
vnpmakrv,vnpmakrv,8
miarmrih,miarmrih,8
cjbnayje,pjbnayje,7
xjzldilv,xjmldilv,7
pywudqxw,cyjudqxw,6
ipkdqwtk,vpkdqwtk,7
kkylcviv,xxylcviv,6
arnliupr,nenliupr,6
mgbdzazt,mgbdzazt,8
vorvyalo,vbrvyalo,7
upgonyex,hpgonyex,7
dmrdjswe,qmrdjswe,7
kkeuuqhw,kxruuqhw,6
jazgjffg,wazgjffg,7
zigghzpn,zigghzpn,8
kutzfewo,kutzfewo,8
cknpeewd,cknpeewd,8
peqcskol,peqcskol,8
zqyzwayw,mdyzwayw,6
fpqcbmfo,scqcbmfo,6
eeavpbau,rravpbau,6
fllkrzwv,sllxrzwv,6
pubplptb,phbplptb,7
qghodyyr,qghodyyr,8
lhzuiken,luzuiken,7
dffacykq,dffacykq,8
unicobwd,unicobwd,8
whweehdm,juweehdm,6
tllqmjfd,tllqmjfd,8
uiwsolqv,uvjsolqv,6
crkifrik,pekifrik,6
mxrpmflt,mxrpmflt,8
mhpuvvyv,zhpuvvyv,7
qfvgwswm,dfvgwswm,7
zcynhvba,zcynhvba,8
wnpwroev,jnpwroev,7
ccjdqxug,ccjqqxug,7
mnoikott,maoikott,7
dgklextx,dgklextx,8
lnzaqokv,lamaqokv,6
hjnfzolh,hwnszolh,6
xwokxjww,xwokxjww,8
ixnwuopk,ixnwuopk,8
yvkwbmdk,yikwbmdk,7
kyvcgwuc,kyicgwuc,7
luljjxir,luljjxir,8
wrobhxrq,jroohxrq,6
yuqxwnfg,yudxwnfg,7
cqggcavt,cqggcavt,8
kgqutueh,kgqutueh,8
hwxnsalc,uwxnsalc,7
rppbaphc,ecpbaphc,6
ccjjeymo,cpjjeymo,7
bwitqiuw,bwitqiuw,8
eqmmutdb,eqmmutdb,8
odaivxzi,bdaivxzi,7
mpzxzgvw,mpzxzgvw,8
wcczguoq,jcczguoq,7
upqrrtrb,ucqrrtrb,7
oflxcppb,oflxcppb,8
cjgyepxg,cjgyepxg,8
orcyteeu,orcyteeu,8
yisujwha,yisujwha,8
rgoggsla,rgoggsla,8
